subject_id,treatment,outcome,prediction,logit_yes,logit_no,prob_yes,date,rct_id,model_family,model_version,model_size,model_id,fine_tuned,ft_base_model,ft_corpus,lora_r,lora_alpha,lora_dropout,lora_target_modules,train_epochs,train_batch_size,train_grad_accum_steps,train_effective_batch_size,train_lr,train_lr_scheduler,train_warmup_ratio,train_max_grad_norm,train_weight_decay,train_optimizer,train_precision,train_max_seq_length,train_seed,infer_precision,infer_batch_size,infer_max_seq_length,infer_temperature,infer_max_tokens
3471,Placebo,No,We,-1.25,,,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/Meta-Llama-3.1-8B-Reference-llama_8b_base_alpaca-826de008-00ea91ff,True,meta-llama/Meta-Llama-3.1-8B-Reference,alpaca,32,64,0.05,"q_proj,k_proj,v_proj,o_proj",6,8,1,8,0.0002,cosine,0.03,1.0,0.01,adamw_torch,bf16,2048,42,bf16,32,2048,1.0,1
3478,Placebo,Yes,[,-1.2734375,,,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/Meta-Llama-3.1-8B-Reference-llama_8b_base_alpaca-826de008-00ea91ff,True,meta-llama/Meta-Llama-3.1-8B-Reference,alpaca,32,64,0.05,"q_proj,k_proj,v_proj,o_proj",6,8,1,8,0.0002,cosine,0.03,1.0,0.01,adamw_torch,bf16,2048,42,bf16,32,2048,1.0,1
3480,Placebo,No,[,-1.25,,,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/Meta-Llama-3.1-8B-Reference-llama_8b_base_alpaca-826de008-00ea91ff,True,meta-llama/Meta-Llama-3.1-8B-Reference,alpaca,32,64,0.05,"q_proj,k_proj,v_proj,o_proj",6,8,1,8,0.0002,cosine,0.03,1.0,0.01,adamw_torch,bf16,2048,42,bf16,32,2048,1.0,1
3483,Placebo,No,Have,-1.265625,,,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/Meta-Llama-3.1-8B-Reference-llama_8b_base_alpaca-826de008-00ea91ff,True,meta-llama/Meta-Llama-3.1-8B-Reference,alpaca,32,64,0.05,"q_proj,k_proj,v_proj,o_proj",6,8,1,8,0.0002,cosine,0.03,1.0,0.01,adamw_torch,bf16,2048,42,bf16,32,2048,1.0,1
3484,Placebo,No,Thank,-1.28125,,,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/Meta-Llama-3.1-8B-Reference-llama_8b_base_alpaca-826de008-00ea91ff,True,meta-llama/Meta-Llama-3.1-8B-Reference,alpaca,32,64,0.05,"q_proj,k_proj,v_proj,o_proj",6,8,1,8,0.0002,cosine,0.03,1.0,0.01,adamw_torch,bf16,2048,42,bf16,32,2048,1.0,1
3485,Placebo,No,I,-1.25,,,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/Meta-Llama-3.1-8B-Reference-llama_8b_base_alpaca-826de008-00ea91ff,True,meta-llama/Meta-Llama-3.1-8B-Reference,alpaca,32,64,0.05,"q_proj,k_proj,v_proj,o_proj",6,8,1,8,0.0002,cosine,0.03,1.0,0.01,adamw_torch,bf16,2048,42,bf16,32,2048,1.0,1
3487,Placebo,No,Yes,-1.1328125,,,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/Meta-Llama-3.1-8B-Reference-llama_8b_base_alpaca-826de008-00ea91ff,True,meta-llama/Meta-Llama-3.1-8B-Reference,alpaca,32,64,0.05,"q_proj,k_proj,v_proj,o_proj",6,8,1,8,0.0002,cosine,0.03,1.0,0.01,adamw_torch,bf16,2048,42,bf16,32,2048,1.0,1
3588,Placebo,No,We,-1.234375,,,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/Meta-Llama-3.1-8B-Reference-llama_8b_base_alpaca-826de008-00ea91ff,True,meta-llama/Meta-Llama-3.1-8B-Reference,alpaca,32,64,0.05,"q_proj,k_proj,v_proj,o_proj",6,8,1,8,0.0002,cosine,0.03,1.0,0.01,adamw_torch,bf16,2048,42,bf16,32,2048,1.0,1
3589,Placebo,No,Yes,-1.234375,,,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/Meta-Llama-3.1-8B-Reference-llama_8b_base_alpaca-826de008-00ea91ff,True,meta-llama/Meta-Llama-3.1-8B-Reference,alpaca,32,64,0.05,"q_proj,k_proj,v_proj,o_proj",6,8,1,8,0.0002,cosine,0.03,1.0,0.01,adamw_torch,bf16,2048,42,bf16,32,2048,1.0,1
3593,Placebo,Yes,No,-1.3359375,,,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/Meta-Llama-3.1-8B-Reference-llama_8b_base_alpaca-826de008-00ea91ff,True,meta-llama/Meta-Llama-3.1-8B-Reference,alpaca,32,64,0.05,"q_proj,k_proj,v_proj,o_proj",6,8,1,8,0.0002,cosine,0.03,1.0,0.01,adamw_torch,bf16,2048,42,bf16,32,2048,1.0,1
3599,Placebo,No,We,-1.34375,,,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/Meta-Llama-3.1-8B-Reference-llama_8b_base_alpaca-826de008-00ea91ff,True,meta-llama/Meta-Llama-3.1-8B-Reference,alpaca,32,64,0.05,"q_proj,k_proj,v_proj,o_proj",6,8,1,8,0.0002,cosine,0.03,1.0,0.01,adamw_torch,bf16,2048,42,bf16,32,2048,1.0,1
3600,Placebo,No,Yes,-1.28125,,,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/Meta-Llama-3.1-8B-Reference-llama_8b_base_alpaca-826de008-00ea91ff,True,meta-llama/Meta-Llama-3.1-8B-Reference,alpaca,32,64,0.05,"q_proj,k_proj,v_proj,o_proj",6,8,1,8,0.0002,cosine,0.03,1.0,0.01,adamw_torch,bf16,2048,42,bf16,32,2048,1.0,1
3601,Placebo,No,Based,-1.2734375,,,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/Meta-Llama-3.1-8B-Reference-llama_8b_base_alpaca-826de008-00ea91ff,True,meta-llama/Meta-Llama-3.1-8B-Reference,alpaca,32,64,0.05,"q_proj,k_proj,v_proj,o_proj",6,8,1,8,0.0002,cosine,0.03,1.0,0.01,adamw_torch,bf16,2048,42,bf16,32,2048,1.0,1
3602,Placebo,No,Thank,-1.234375,,,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/Meta-Llama-3.1-8B-Reference-llama_8b_base_alpaca-826de008-00ea91ff,True,meta-llama/Meta-Llama-3.1-8B-Reference,alpaca,32,64,0.05,"q_proj,k_proj,v_proj,o_proj",6,8,1,8,0.0002,cosine,0.03,1.0,0.01,adamw_torch,bf16,2048,42,bf16,32,2048,1.0,1
3620,Placebo,Yes,[,-1.265625,,,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/Meta-Llama-3.1-8B-Reference-llama_8b_base_alpaca-826de008-00ea91ff,True,meta-llama/Meta-Llama-3.1-8B-Reference,alpaca,32,64,0.05,"q_proj,k_proj,v_proj,o_proj",6,8,1,8,0.0002,cosine,0.03,1.0,0.01,adamw_torch,bf16,2048,42,bf16,32,2048,1.0,1
3622,Placebo,No,Yes,-1.2109375,,,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/Meta-Llama-3.1-8B-Reference-llama_8b_base_alpaca-826de008-00ea91ff,True,meta-llama/Meta-Llama-3.1-8B-Reference,alpaca,32,64,0.05,"q_proj,k_proj,v_proj,o_proj",6,8,1,8,0.0002,cosine,0.03,1.0,0.01,adamw_torch,bf16,2048,42,bf16,32,2048,1.0,1
3626,Placebo,No,[,-1.21875,,,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/Meta-Llama-3.1-8B-Reference-llama_8b_base_alpaca-826de008-00ea91ff,True,meta-llama/Meta-Llama-3.1-8B-Reference,alpaca,32,64,0.05,"q_proj,k_proj,v_proj,o_proj",6,8,1,8,0.0002,cosine,0.03,1.0,0.01,adamw_torch,bf16,2048,42,bf16,32,2048,1.0,1
3628,Placebo,No,Please,-1.2734375,,,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/Meta-Llama-3.1-8B-Reference-llama_8b_base_alpaca-826de008-00ea91ff,True,meta-llama/Meta-Llama-3.1-8B-Reference,alpaca,32,64,0.05,"q_proj,k_proj,v_proj,o_proj",6,8,1,8,0.0002,cosine,0.03,1.0,0.01,adamw_torch,bf16,2048,42,bf16,32,2048,1.0,1
3629,Placebo,No,Yes,-1.21875,,,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/Meta-Llama-3.1-8B-Reference-llama_8b_base_alpaca-826de008-00ea91ff,True,meta-llama/Meta-Llama-3.1-8B-Reference,alpaca,32,64,0.05,"q_proj,k_proj,v_proj,o_proj",6,8,1,8,0.0002,cosine,0.03,1.0,0.01,adamw_torch,bf16,2048,42,bf16,32,2048,1.0,1
3631,Placebo,No,Based,-1.3359375,,,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/Meta-Llama-3.1-8B-Reference-llama_8b_base_alpaca-826de008-00ea91ff,True,meta-llama/Meta-Llama-3.1-8B-Reference,alpaca,32,64,0.05,"q_proj,k_proj,v_proj,o_proj",6,8,1,8,0.0002,cosine,0.03,1.0,0.01,adamw_torch,bf16,2048,42,bf16,32,2048,1.0,1
3637,Placebo,No,06,-1.3359375,,,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/Meta-Llama-3.1-8B-Reference-llama_8b_base_alpaca-826de008-00ea91ff,True,meta-llama/Meta-Llama-3.1-8B-Reference,alpaca,32,64,0.05,"q_proj,k_proj,v_proj,o_proj",6,8,1,8,0.0002,cosine,0.03,1.0,0.01,adamw_torch,bf16,2048,42,bf16,32,2048,1.0,1
3641,Placebo,No,Yes,-1.25,,,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/Meta-Llama-3.1-8B-Reference-llama_8b_base_alpaca-826de008-00ea91ff,True,meta-llama/Meta-Llama-3.1-8B-Reference,alpaca,32,64,0.05,"q_proj,k_proj,v_proj,o_proj",6,8,1,8,0.0002,cosine,0.03,1.0,0.01,adamw_torch,bf16,2048,42,bf16,32,2048,1.0,1
3647,Placebo,Yes,Yes,-1.25,,,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/Meta-Llama-3.1-8B-Reference-llama_8b_base_alpaca-826de008-00ea91ff,True,meta-llama/Meta-Llama-3.1-8B-Reference,alpaca,32,64,0.05,"q_proj,k_proj,v_proj,o_proj",6,8,1,8,0.0002,cosine,0.03,1.0,0.01,adamw_torch,bf16,2048,42,bf16,32,2048,1.0,1
3649,Placebo,No,No,-1.2421875,,,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/Meta-Llama-3.1-8B-Reference-llama_8b_base_alpaca-826de008-00ea91ff,True,meta-llama/Meta-Llama-3.1-8B-Reference,alpaca,32,64,0.05,"q_proj,k_proj,v_proj,o_proj",6,8,1,8,0.0002,cosine,0.03,1.0,0.01,adamw_torch,bf16,2048,42,bf16,32,2048,1.0,1
3655,Placebo,No,Your,-1.34375,,,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/Meta-Llama-3.1-8B-Reference-llama_8b_base_alpaca-826de008-00ea91ff,True,meta-llama/Meta-Llama-3.1-8B-Reference,alpaca,32,64,0.05,"q_proj,k_proj,v_proj,o_proj",6,8,1,8,0.0002,cosine,0.03,1.0,0.01,adamw_torch,bf16,2048,42,bf16,32,2048,1.0,1
3656,Placebo,No,Thank,-1.1328125,,,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/Meta-Llama-3.1-8B-Reference-llama_8b_base_alpaca-826de008-00ea91ff,True,meta-llama/Meta-Llama-3.1-8B-Reference,alpaca,32,64,0.05,"q_proj,k_proj,v_proj,o_proj",6,8,1,8,0.0002,cosine,0.03,1.0,0.01,adamw_torch,bf16,2048,42,bf16,32,2048,1.0,1
3658,Placebo,Yes,Have,-1.25,,,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/Meta-Llama-3.1-8B-Reference-llama_8b_base_alpaca-826de008-00ea91ff,True,meta-llama/Meta-Llama-3.1-8B-Reference,alpaca,32,64,0.05,"q_proj,k_proj,v_proj,o_proj",6,8,1,8,0.0002,cosine,0.03,1.0,0.01,adamw_torch,bf16,2048,42,bf16,32,2048,1.0,1
3659,Placebo,No,Yes,-1.2578125,,,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/Meta-Llama-3.1-8B-Reference-llama_8b_base_alpaca-826de008-00ea91ff,True,meta-llama/Meta-Llama-3.1-8B-Reference,alpaca,32,64,0.05,"q_proj,k_proj,v_proj,o_proj",6,8,1,8,0.0002,cosine,0.03,1.0,0.01,adamw_torch,bf16,2048,42,bf16,32,2048,1.0,1
3661,Placebo,No,Yes,-1.3125,,,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/Meta-Llama-3.1-8B-Reference-llama_8b_base_alpaca-826de008-00ea91ff,True,meta-llama/Meta-Llama-3.1-8B-Reference,alpaca,32,64,0.05,"q_proj,k_proj,v_proj,o_proj",6,8,1,8,0.0002,cosine,0.03,1.0,0.01,adamw_torch,bf16,2048,42,bf16,32,2048,1.0,1
3663,Placebo,No,We,-1.2421875,,,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/Meta-Llama-3.1-8B-Reference-llama_8b_base_alpaca-826de008-00ea91ff,True,meta-llama/Meta-Llama-3.1-8B-Reference,alpaca,32,64,0.05,"q_proj,k_proj,v_proj,o_proj",6,8,1,8,0.0002,cosine,0.03,1.0,0.01,adamw_torch,bf16,2048,42,bf16,32,2048,1.0,1
3665,Placebo,Yes,[,-1.2578125,,,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/Meta-Llama-3.1-8B-Reference-llama_8b_base_alpaca-826de008-00ea91ff,True,meta-llama/Meta-Llama-3.1-8B-Reference,alpaca,32,64,0.05,"q_proj,k_proj,v_proj,o_proj",6,8,1,8,0.0002,cosine,0.03,1.0,0.01,adamw_torch,bf16,2048,42,bf16,32,2048,1.0,1
3670,Placebo,Yes,We,-1.125,,,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/Meta-Llama-3.1-8B-Reference-llama_8b_base_alpaca-826de008-00ea91ff,True,meta-llama/Meta-Llama-3.1-8B-Reference,alpaca,32,64,0.05,"q_proj,k_proj,v_proj,o_proj",6,8,1,8,0.0002,cosine,0.03,1.0,0.01,adamw_torch,bf16,2048,42,bf16,32,2048,1.0,1
3671,Placebo,No,[,-1.25,,,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/Meta-Llama-3.1-8B-Reference-llama_8b_base_alpaca-826de008-00ea91ff,True,meta-llama/Meta-Llama-3.1-8B-Reference,alpaca,32,64,0.05,"q_proj,k_proj,v_proj,o_proj",6,8,1,8,0.0002,cosine,0.03,1.0,0.01,adamw_torch,bf16,2048,42,bf16,32,2048,1.0,1
3677,Placebo,No,Yes,-1.171875,,,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/Meta-Llama-3.1-8B-Reference-llama_8b_base_alpaca-826de008-00ea91ff,True,meta-llama/Meta-Llama-3.1-8B-Reference,alpaca,32,64,0.05,"q_proj,k_proj,v_proj,o_proj",6,8,1,8,0.0002,cosine,0.03,1.0,0.01,adamw_torch,bf16,2048,42,bf16,32,2048,1.0,1
3679,Placebo,No,Yes,-1.28125,,,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/Meta-Llama-3.1-8B-Reference-llama_8b_base_alpaca-826de008-00ea91ff,True,meta-llama/Meta-Llama-3.1-8B-Reference,alpaca,32,64,0.05,"q_proj,k_proj,v_proj,o_proj",6,8,1,8,0.0002,cosine,0.03,1.0,0.01,adamw_torch,bf16,2048,42,bf16,32,2048,1.0,1
3683,Placebo,No,The,-1.34375,,,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/Meta-Llama-3.1-8B-Reference-llama_8b_base_alpaca-826de008-00ea91ff,True,meta-llama/Meta-Llama-3.1-8B-Reference,alpaca,32,64,0.05,"q_proj,k_proj,v_proj,o_proj",6,8,1,8,0.0002,cosine,0.03,1.0,0.01,adamw_torch,bf16,2048,42,bf16,32,2048,1.0,1
3684,Placebo,No,Excellent,-1.265625,,,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/Meta-Llama-3.1-8B-Reference-llama_8b_base_alpaca-826de008-00ea91ff,True,meta-llama/Meta-Llama-3.1-8B-Reference,alpaca,32,64,0.05,"q_proj,k_proj,v_proj,o_proj",6,8,1,8,0.0002,cosine,0.03,1.0,0.01,adamw_torch,bf16,2048,42,bf16,32,2048,1.0,1
3685,CDC Health,Yes,We,-1.2265625,-2.984375,0.8529354795409523,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/Meta-Llama-3.1-8B-Reference-llama_8b_base_alpaca-826de008-00ea91ff,True,meta-llama/Meta-Llama-3.1-8B-Reference,alpaca,32,64,0.05,"q_proj,k_proj,v_proj,o_proj",6,8,1,8,0.0002,cosine,0.03,1.0,0.01,adamw_torch,bf16,2048,42,bf16,32,2048,1.0,1
3687,Placebo,No,[,-1.25,,,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/Meta-Llama-3.1-8B-Reference-llama_8b_base_alpaca-826de008-00ea91ff,True,meta-llama/Meta-Llama-3.1-8B-Reference,alpaca,32,64,0.05,"q_proj,k_proj,v_proj,o_proj",6,8,1,8,0.0002,cosine,0.03,1.0,0.01,adamw_torch,bf16,2048,42,bf16,32,2048,1.0,1
3690,Placebo,Yes,6,-1.2421875,,,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/Meta-Llama-3.1-8B-Reference-llama_8b_base_alpaca-826de008-00ea91ff,True,meta-llama/Meta-Llama-3.1-8B-Reference,alpaca,32,64,0.05,"q_proj,k_proj,v_proj,o_proj",6,8,1,8,0.0002,cosine,0.03,1.0,0.01,adamw_torch,bf16,2048,42,bf16,32,2048,1.0,1
3696,Placebo,No,Yes,-1.265625,,,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/Meta-Llama-3.1-8B-Reference-llama_8b_base_alpaca-826de008-00ea91ff,True,meta-llama/Meta-Llama-3.1-8B-Reference,alpaca,32,64,0.05,"q_proj,k_proj,v_proj,o_proj",6,8,1,8,0.0002,cosine,0.03,1.0,0.01,adamw_torch,bf16,2048,42,bf16,32,2048,1.0,1
3697,Placebo,No,We,-1.234375,,,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/Meta-Llama-3.1-8B-Reference-llama_8b_base_alpaca-826de008-00ea91ff,True,meta-llama/Meta-Llama-3.1-8B-Reference,alpaca,32,64,0.05,"q_proj,k_proj,v_proj,o_proj",6,8,1,8,0.0002,cosine,0.03,1.0,0.01,adamw_torch,bf16,2048,42,bf16,32,2048,1.0,1
3703,Low Cash,No,Have,-1.515625,,,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/Meta-Llama-3.1-8B-Reference-llama_8b_base_alpaca-826de008-00ea91ff,True,meta-llama/Meta-Llama-3.1-8B-Reference,alpaca,32,64,0.05,"q_proj,k_proj,v_proj,o_proj",6,8,1,8,0.0002,cosine,0.03,1.0,0.01,adamw_torch,bf16,2048,42,bf16,32,2048,1.0,1
3706,Placebo,No,Yes,-1.28125,,,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/Meta-Llama-3.1-8B-Reference-llama_8b_base_alpaca-826de008-00ea91ff,True,meta-llama/Meta-Llama-3.1-8B-Reference,alpaca,32,64,0.05,"q_proj,k_proj,v_proj,o_proj",6,8,1,8,0.0002,cosine,0.03,1.0,0.01,adamw_torch,bf16,2048,42,bf16,32,2048,1.0,1
3707,CDC Health,No,Yes,-1.1640625,,,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/Meta-Llama-3.1-8B-Reference-llama_8b_base_alpaca-826de008-00ea91ff,True,meta-llama/Meta-Llama-3.1-8B-Reference,alpaca,32,64,0.05,"q_proj,k_proj,v_proj,o_proj",6,8,1,8,0.0002,cosine,0.03,1.0,0.01,adamw_torch,bf16,2048,42,bf16,32,2048,1.0,1
3712,CDC Health,No,[,-1.234375,,,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/Meta-Llama-3.1-8B-Reference-llama_8b_base_alpaca-826de008-00ea91ff,True,meta-llama/Meta-Llama-3.1-8B-Reference,alpaca,32,64,0.05,"q_proj,k_proj,v_proj,o_proj",6,8,1,8,0.0002,cosine,0.03,1.0,0.01,adamw_torch,bf16,2048,42,bf16,32,2048,1.0,1
3716,CDC Health,No,Ver,-1.28125,,,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/Meta-Llama-3.1-8B-Reference-llama_8b_base_alpaca-826de008-00ea91ff,True,meta-llama/Meta-Llama-3.1-8B-Reference,alpaca,32,64,0.05,"q_proj,k_proj,v_proj,o_proj",6,8,1,8,0.0002,cosine,0.03,1.0,0.01,adamw_torch,bf16,2048,42,bf16,32,2048,1.0,1
3718,CDC Health,No,Yes,-1.1796875,,,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/Meta-Llama-3.1-8B-Reference-llama_8b_base_alpaca-826de008-00ea91ff,True,meta-llama/Meta-Llama-3.1-8B-Reference,alpaca,32,64,0.05,"q_proj,k_proj,v_proj,o_proj",6,8,1,8,0.0002,cosine,0.03,1.0,0.01,adamw_torch,bf16,2048,42,bf16,32,2048,1.0,1
3722,Placebo,No,[,-1.234375,,,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/Meta-Llama-3.1-8B-Reference-llama_8b_base_alpaca-826de008-00ea91ff,True,meta-llama/Meta-Llama-3.1-8B-Reference,alpaca,32,64,0.05,"q_proj,k_proj,v_proj,o_proj",6,8,1,8,0.0002,cosine,0.03,1.0,0.01,adamw_torch,bf16,2048,42,bf16,32,2048,1.0,1
3725,CDC Health,No,The,-1.265625,,,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/Meta-Llama-3.1-8B-Reference-llama_8b_base_alpaca-826de008-00ea91ff,True,meta-llama/Meta-Llama-3.1-8B-Reference,alpaca,32,64,0.05,"q_proj,k_proj,v_proj,o_proj",6,8,1,8,0.0002,cosine,0.03,1.0,0.01,adamw_torch,bf16,2048,42,bf16,32,2048,1.0,1
3726,CDC Health,No,We,-1.1796875,,,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/Meta-Llama-3.1-8B-Reference-llama_8b_base_alpaca-826de008-00ea91ff,True,meta-llama/Meta-Llama-3.1-8B-Reference,alpaca,32,64,0.05,"q_proj,k_proj,v_proj,o_proj",6,8,1,8,0.0002,cosine,0.03,1.0,0.01,adamw_torch,bf16,2048,42,bf16,32,2048,1.0,1
3728,Placebo,No,Yes,-1.234375,,,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/Meta-Llama-3.1-8B-Reference-llama_8b_base_alpaca-826de008-00ea91ff,True,meta-llama/Meta-Llama-3.1-8B-Reference,alpaca,32,64,0.05,"q_proj,k_proj,v_proj,o_proj",6,8,1,8,0.0002,cosine,0.03,1.0,0.01,adamw_torch,bf16,2048,42,bf16,32,2048,1.0,1
3730,CDC Health,No,[,-1.1875,,,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/Meta-Llama-3.1-8B-Reference-llama_8b_base_alpaca-826de008-00ea91ff,True,meta-llama/Meta-Llama-3.1-8B-Reference,alpaca,32,64,0.05,"q_proj,k_proj,v_proj,o_proj",6,8,1,8,0.0002,cosine,0.03,1.0,0.01,adamw_torch,bf16,2048,42,bf16,32,2048,1.0,1
3731,CDC Health,No,Have,-1.1953125,,,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/Meta-Llama-3.1-8B-Reference-llama_8b_base_alpaca-826de008-00ea91ff,True,meta-llama/Meta-Llama-3.1-8B-Reference,alpaca,32,64,0.05,"q_proj,k_proj,v_proj,o_proj",6,8,1,8,0.0002,cosine,0.03,1.0,0.01,adamw_torch,bf16,2048,42,bf16,32,2048,1.0,1
3732,CDC Health,No,<,-1.296875,-3.046875,0.8519528019683105,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/Meta-Llama-3.1-8B-Reference-llama_8b_base_alpaca-826de008-00ea91ff,True,meta-llama/Meta-Llama-3.1-8B-Reference,alpaca,32,64,0.05,"q_proj,k_proj,v_proj,o_proj",6,8,1,8,0.0002,cosine,0.03,1.0,0.01,adamw_torch,bf16,2048,42,bf16,32,2048,1.0,1
3733,CDC Health,No,Yes,-1.1953125,,,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/Meta-Llama-3.1-8B-Reference-llama_8b_base_alpaca-826de008-00ea91ff,True,meta-llama/Meta-Llama-3.1-8B-Reference,alpaca,32,64,0.05,"q_proj,k_proj,v_proj,o_proj",6,8,1,8,0.0002,cosine,0.03,1.0,0.01,adamw_torch,bf16,2048,42,bf16,32,2048,1.0,1
3734,CDC Health,No,Response,-1.265625,,,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/Meta-Llama-3.1-8B-Reference-llama_8b_base_alpaca-826de008-00ea91ff,True,meta-llama/Meta-Llama-3.1-8B-Reference,alpaca,32,64,0.05,"q_proj,k_proj,v_proj,o_proj",6,8,1,8,0.0002,cosine,0.03,1.0,0.01,adamw_torch,bf16,2048,42,bf16,32,2048,1.0,1
3735,Placebo,No,[,-1.2578125,,,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/Meta-Llama-3.1-8B-Reference-llama_8b_base_alpaca-826de008-00ea91ff,True,meta-llama/Meta-Llama-3.1-8B-Reference,alpaca,32,64,0.05,"q_proj,k_proj,v_proj,o_proj",6,8,1,8,0.0002,cosine,0.03,1.0,0.01,adamw_torch,bf16,2048,42,bf16,32,2048,1.0,1
3736,CDC Health,No,Thank,-1.265625,,,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/Meta-Llama-3.1-8B-Reference-llama_8b_base_alpaca-826de008-00ea91ff,True,meta-llama/Meta-Llama-3.1-8B-Reference,alpaca,32,64,0.05,"q_proj,k_proj,v_proj,o_proj",6,8,1,8,0.0002,cosine,0.03,1.0,0.01,adamw_torch,bf16,2048,42,bf16,32,2048,1.0,1
3739,Placebo,No,Have,-1.265625,,,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/Meta-Llama-3.1-8B-Reference-llama_8b_base_alpaca-826de008-00ea91ff,True,meta-llama/Meta-Llama-3.1-8B-Reference,alpaca,32,64,0.05,"q_proj,k_proj,v_proj,o_proj",6,8,1,8,0.0002,cosine,0.03,1.0,0.01,adamw_torch,bf16,2048,42,bf16,32,2048,1.0,1
3744,Placebo,Yes,No,-1.2734375,,,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/Meta-Llama-3.1-8B-Reference-llama_8b_base_alpaca-826de008-00ea91ff,True,meta-llama/Meta-Llama-3.1-8B-Reference,alpaca,32,64,0.05,"q_proj,k_proj,v_proj,o_proj",6,8,1,8,0.0002,cosine,0.03,1.0,0.01,adamw_torch,bf16,2048,42,bf16,32,2048,1.0,1
3746,Placebo,Yes,Yes,-1.25,,,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/Meta-Llama-3.1-8B-Reference-llama_8b_base_alpaca-826de008-00ea91ff,True,meta-llama/Meta-Llama-3.1-8B-Reference,alpaca,32,64,0.05,"q_proj,k_proj,v_proj,o_proj",6,8,1,8,0.0002,cosine,0.03,1.0,0.01,adamw_torch,bf16,2048,42,bf16,32,2048,1.0,1
3748,Placebo,Yes,Yes,-1.1953125,,,2026-04-23,duch_2023,llama,3.1,8B,iamraymondlow/Meta-Llama-3.1-8B-Reference-llama_8b_base_alpaca-826de008-00ea91ff,True,meta-llama/Meta-Llama-3.1-8B-Reference,alpaca,32,64,0.05,"q_proj,k_proj,v_proj,o_proj",6,8,1,8,0.0002,cosine,0.03,1.0,0.01,adamw_torch,bf16,2048,42,bf16,32,2048,1.0,1
